Facility Id|Facility Name|City|State|Zip Code|Address|Latitude|Longitude|Total reported direct emissions|CO2 emissions (non-biogenic) |Methane (CH4) emissions |Nitrous Oxide (N2O) emissions |Stationary Combustion|Electricity Generation
1002980|COBB STORAGE FIELD STATION 017|BUTTE|MT|59701|40 EAST BROADWAY|46.01382|-112.53437|4098.684|4094.3|2|2.384|4098.684|
1006186|COFFEE LANDFILL|ELBA|AL|36323|7733 HIGHWAY 125|31.511427|-85.995735|67584.75||67584.75|||
1002170|COFFEYVILLE RESOURCES NITROGEN FERT.|COFFEYVILLE|KS|67337|701 E. MARTIN|37.04536|-95.60517|1234377.664|1086122.5|2.25|148252.914|4227.232|
1007054|COFFIN BUTTE LANDFILL|CORVALLIS|OR|97330|28972 COFFIN BUTTE ROAD|44.6989|-123.2335|53110||53110|||
1006322|COLD CANYON LANDFILL SOLID WASTE DS|SAN LUIS OBISPO|CA|93401|2268 CARPENTER CANYON ROAD|35.18417|-120.59792|34360||34360|||
1006348|COLES COUNTY LANDFILL|CHARLESTON|IL|61920|6351 W STATE ST|39.495524|-88.288734|17915||17915|||
1007719|COLLUMS LUMBER MILL INCORPORATED|ALLENDALE|SC|29810|1723 BARNWELL ROAD|33.020614|-81.313424|918.7||352.5|566.2|918.7|
1002510|COLONIAL LANDFILL|SORRENTO|LA|70778|5328 HIGHWAY 70|30.149365|-90.872875|30247.5||30247.5|||
1005155|COLONIE - TOWN LANDFILL|Cohoes|NY|12047|1319 Loudon Road|42.808208|-73.729237|32660.898|58.1|32602.5|0.298|58.398|
1004581|COLORADO STATE UNIVERSITY|FORT COLLINS|CO|80523|6030 Campus Delivery|40.57|-105.09|46617.522|46569|22|26.522|46617.522|
1001078|COLSTRIP ENERGY LTD PARTNERSHIP|COLSTRIP|MT|59323|18 Snider Subdivision Road|45.97549|-106.65532|419389.77|415871|1286.75|2232.02|419389.77|
1004691|COLTON SANITARY LANDFILL|COLTON|CA|92324|850 TROPICANA RANCH ROAD|34.045505|-117.336573|77595.75||77595.75|||
1004735|COLUMBIA FALLS ALUMINUM COMPANY, LLC|COLUMBIA FALLS|MT|59912|2000 ALUMINUM DRIVE|48.387222|-114.125|164.3|164.3|||164.3|
1004031|COLUMBIA GAS CEREDO COMPRESSOR STATION|HUNTINGTON|WV|25704|1664 WALKERS BRANCH ROAD|38.397133|-82.532966|49113.164|49062.2|23.25|27.714|49113.164|
1004161|COLUMBIA GAS FILES CREEK COMPRESSOR STATION|BEVERLY|WV|26253|SECONDARY ROUTE 37/8|38.821033|-79.836516|39258.552|39218|18.5|22.052|39258.552|
1004153|COLUMBIA GAS TRANS CORP CRAWFORD COMPRESSOR STATIO|SUGAR GROVE|OH|43155|6175 OLD LOGAN ROAD|39.63127|-82.55441|39019.052|38978.5|18.5|22.052|39019.052|
1006755|COLUMBIA GAS TRANSMISSION FRAMETOWN|FRAMETOWN|WV|26623|Rt. 1 Box 128 Rosedale|38.661944|-80.862222|29407.74|29377.6|13.75|16.39|29407.74|
1004168|COLUMBIA GULF TRANSMISSION CO - DELHI COMPRESSOR STATION|DELHI|LA|71232|7179 STATE HWY 17|32.409368|-91.487253|48689.616|48639.2|23|27.416|48689.616|
1004358|COLUMBIA GULF TRANSMISSION CO. Clementsville CS|LIBERTY|KY|42539|170 JACKIE HOLLOW RD|37.312745|-85.058551|76635.712|76556.8|36|42.912|76635.712|
1004360|COLUMBIA GULF TRANSMISSION COMPANY HAMPSHIRE CS|HAMPSHIRE|TN|38461|4077 BOOKER FARM ROAD|35.643746|-87.261947|81996.592|81912.2|38.5|45.892|81996.592|
1004169|COLUMBIA GULF TRANSMISSION LLC HARTSVILLE CS|HARTSVILLE|TN|37074|5422 GREEN GROVE ROAD|36.460519|-86.176366|96496.236|96396.5|45.5|54.236|96496.236|
1004361|COLUMBIA GULF TRANSMISSION LLC STANTON CS|STANTON|KY|40380|3066 MORRIS CREEK ROAD|37.89|-83.8625|71017.332|70943.9|33.5|39.932|71017.332|
1004170|COLUMBIA GULF TRANSMISSION LLC, INVERNESS COMPRESSOR STATION|INVERNESS|MS|38753|4161 FOUR MILE ROAD|33.35852|-90.573071|92864.8|92768.9|43.75|52.15|92864.8|
1004167|COLUMBIA GULF TRANSMISSION, BANNER COMPRESSOR STATION|WATER VALLEY|MS|38965|82 COUNTY ROAD |34.08551|-89.44656|114552.068|114433.7|54|64.368|114552.068|
1004359|COLUMBIA GULF TRANSMISSION, CORINTH COMPRESSOR STATION|CORINTH|MS|38834|3659 COUNTY ROAD|34.959333|-88.421139|84033.884|83947.3|39.5|47.084|84033.884|
1003969|COLUMBIA SANITARY LANDFILL|COLUMBIA|MO|65202|5700 PEABODY ROAD|39.019611|-92.253083|58348.11|79.3|58240.5|28.31|119.61|
1002399|COLUMBIA UNIVERSITY-410 W 118TH ST|NEW YORK|NY|10027|410 WEST 118TH STREET|40.807482|-73.958582|81210.61|80575.1|78.25|557.26|81210.61|
1005126|COLUMBIAN CHEMICALS CO|ULYSSES|KS|67880|3500 SOUTH ROAD S|37.54354|-101.19905|118110.96|118100|5|5.96|10849.96|
1005114|COLUMBIAN CHEMICALS CO - NORTH BEND PLANT|CENTERVILLE|LA|70522|370 COLUMBIAN CHEMICALS LN|29.682045|-91.456159|283503.652|283490.5|6|7.152|12714.252|
1003959|COLUMBUS SCHATULGA ROAD SANITARY LF|COLUMBUS|GA|31907|7143 SACERDOTE LN|32.497472|-84.866462|67542.5||67542.5|||
1004413|COMM ENV SYS LDFL|HEGINS|PA|17938|99 COMMONWEALTH ROAD|40.67014|-76.38261|1326.746|326.4|999.75|0.596|327.496|
1004162|COMM REFUSE SVC INC/CUMBERLAND CNTY LDFL|SHIPPENSBURG|PA|17257|135 VAUGHN RD|40.13436|-77.49971|103404.25||103404.25|||
1003182|COMMERCE REFUSE TO ENERGY FACILITY|CITY OF COMMERCE|CA|90040|5926 SHEILA ST|33.9949|-118.1539|53275.866|50959.5|903.25|1413.116|53275.866|
1005115|COMMONWEALTH AGRI-ENERGY LLC|HOPKINSVILLE|KY|42240|4895 PEMBROKE RD |36.81342|-87.41009|55290.092|55233.1|26|30.992|55290.092|
1005208|COMMONWEALTH PLYWOOD INC|WHITEHALL|NY|12887|10070 State Route 4|43.547|-73.384|907.2|220|270|417.2|907.2|
1000781|CON ED-EAST 60TH STREET STEAM PLANT|MANHATTAN|NY|10022|514 EAST 60TH STREET|40.7586|-73.9592|186232.748|186040.4|87.75|104.598|186232.748|
1000607|CONAGRA FOODS LAMB WESTON|CONNELL|WA|99326|811 GUM STREET|46.651389|-118.871944|37596.31|37557.7|17.75|20.86|37596.31|
1000611|CONAGRA FOODS LAMB WESTON PASCO|PASCO|WA|99301|960 GLADE ROAD NORTH|46.288137|-119.115336|47224.272|47175.5|22.25|26.522|47224.272|
1000614|CONAGRA FOODS LAMB WESTON RICHLAND|RICHLAND|WA|99352|2013 SAINT STREET|46.309448|-119.29756|32114.928|32081.5|15.25|18.178|32114.928|
1003566|CONCORD TURNPIKE REGIONAL LANDFILL|LYNCHBURG|VA|24506|2525 CONCORD TURNPIKE|37.391841|-79.109755|24216.9|26.9|24190||26.9|
1002556|CONESTOGA LANDFILL|MORGANTOWN|PA|19543|420 Quarry Road|40.123384|-75.895918|240919.698|91.9|240827.5|0.298|92.198|
1006289|CONGRESS DEVELOPMENT CO LANDFILL|HILLSIDE|IL|60162|4100 W FRONTAGE RD|41.87027|-87.88811|16269.8|34.8|16235||34.8|
1004849|CONROE NATURAL GAS PROCESSING PLANT|CONROE|TX|77302|13722 FM 3083|30.2791|-95.3658|32752.676|32718.7|15.5|18.476|32752.676|
1005350|CONSOL PA COAL CO LLC/BAILEY PREP PLT|WEST FINLEY|PA|15377|320 ENON CHURCH RD|39.974672|-80.420907|95381.808|94620|278.75|483.058|95381.808|
1006220|CONSTELLATION POWER SOURCE GENERATION - NOTCH CLIFF|GLEN ARM|MD|21057|10650      HARFORD ROAD|39.4217|-76.5087|16505.536|16488|8|9.536|16505.536|
1004329|CONTINENTAL CARBON|PHENIX CITY|AL|36869|1500 EAST STATE DOCKS ROAD|32.43372|-84.97257|134548.448|134534.2|6.5|7.748|13826.348|
1006287|CONTINENTAL CARBON COMPANY|PONCA CITY|OK|74601|1006 EAST OAKLAND AVENUE|36.66616|-97.07163|229471.564|229461.7|4.5|5.364|9761.164|
1004071|CONTINENTAL CARBON COMPANY SUNRAY PLANT|SUNRAY|TX|79086|11702 CARBON BLACK ROAD|35.980941|-101.891253|110681.976|110675.4|3|3.576|6497.576|
1005987|CONTINENTAL CEMENT COMPANY LLC|HANNIBAL|MO|63401|10107 HWY 79 SOUTH|39.67913|-91.31424|577562.89|576466.8|401.75|694.34|908.5|
1003306|CONTINENTAL REFINING COMPANY LLC|SOMERSET|KY|42501|300 REFINERY ROAD|37.070656|-84.616671|1662.294|1655.9|5.5|0.894|1624.244|
1003416|CONTINENTAL TIRE the AMERICAS, LLC|MOUNT VERNON|IL|62864|11525 NORTH ILLINOIS HIGHWAY 142|38.29007|-88.89037|59959.316|59605.4|28.5|325.416|59959.316|
1005955|CONTRA COSTA SANITARY LANDFILL|ANTIOCH|CA|94509||37.9875|-121.8453|49050||49050|||
1004220|COOPER TIRE AND RUBBER CO *|FINDLAY|OH|45840|701 LIMA AVE.|41.02793|-83.65937|26051|26051|||26051|
1002997|COOPER TIRE COMPANY|TEXARKANA|AR|71854|3500 WASHINGTON RD.|33.423167|-94.003778|31437|31412|25||31437|
1003706|COOPER TIRE COMPANY, THE|TUPELO|MS|38804|1804 SOUTH GREEN STREET|34.231289|-88.711904|29557|29532|25||29557|
1007963|COPPER MOUNTAIN LANDFILL|WELLTON|AZ|85356|34853 E COUNTY 12TH ST.|32.649535|-114.039174|105776.3337||105776.3337|||
1004974|COPPER VALLEY ELECTRIC ASSOC (CoGen)|Valdez|AK|99686||61.08304|-146.30223|27095.974|26995.3|29.75|70.924|27095.974|
1002138|CORN LP|GOLDFIELD|IA|50542|1303 HIGHWAY 3 EAST|42.733339|-93.910902|173326.69|171997.1|486.25|843.34|173326.69|
1002950|CORN PLUS|WINNEBAGO|MN|56098|711 6TH AVE. S.E.|43.763198|-94.151226|38057.42|37967|41.25|49.17|38057.42|
1002462|CORNING DIESEL MANUFACTURING FACILITY|PAINTED POST|NY|14870|890 ADDISON RD|42.11055|-77.1558|86370.324|86281|40.75|48.574|86370.324|
1006643|CORNING INCORPORATED - BLACKSBURG PLANT|CHRISTIANSBURG|VA|24073|3050 N FRANKLIN ST|37.17298|-80.42048|29017.25|28988.6|13.75|14.9|29017.25|
1000369|CORONA DISPOSAL SITE|CORONA|CA|92879|1300 MAGNOLIA AVENUE|33.8674|-117.5395|1237.25||1237.25|||
1003175|CORONA ENERGY PARTNERS, Ltd|Bakersfield|CA|93308|34759 Lencioni Ave|35.44735|-119.08652|68515.692|68445|32.25|38.442|68515.692|
1004224|CORRALITOS REGIONAL LANDFILL|LAS CRUCES|NM|88005|14535 ROBERT LARSON BLVD|32.258796|-107.027915|43784.75||43784.75|||
1003036|CORTLAND COUNTY INTERIM II LANDFILL/WEST SIDE EXT|MCGRAW|NY|13101||42.629789|-76.071315|38362.55|32.8|38329.75||32.8|
1005885|CORVETTE GAS PROCESSING PLANT|GRANBURY|TX|76049|8407 GODLEY RD|32.4464|-97.6352|82265.94|82181|38.75|46.19|82265.94|
1007579|COSHOCTON LANDFILL INC *|COSHOCTON|OH|43812|19469 CO RD 7|40.223|-81.826|42666.2681||42666.2681|||
1003216|COTTONWOOD HILLS LANDFILL|MARISSA|IL|62257|10400 HILLSTOWN ROAD|38.263429|-89.783418|59969.54261|386.43864|59582.921|0.182972|386.774912|
1004346|COUNCIL ENERGY INC|ORANGEBURG|SC|29115|679 CANNON BRIDGE RD|33.47027|-80.88431|62351.04|61017|520.5|813.54|62351.04|
1005899|COUNTRYMARK REFINING & LOGISTICS LLC|MT VERNON|IN|47620|1200 REFINERY RD|37.925417|-87.904972|199024.07|197776.8|654.25|593.02|129852.59|
1007992|COUNTRYSIDE LANDFILL|GRAYSLAKE|IL|60030|31725 N RT 83|42.321899|-88.024902|134549.9103|1151.848896|133397.4135|0.647852|1152.985548|
1007975|COUNTY ENVIRONMENTAL LANDFILL OF CLARION|LEEPER|PA|16233|344 WALLEY RUN DRIVE|41.39047|-79.28512|19093.6|1.1|19092.5||1.1|
1002555|COUNTY ENVIRONMENTAL Landfill OF WYANDOT|CAREY|OH|43316|11164 COUNTY ROAD 4|40.9107|-83.3288|43684.5|14.5|43670||14.5|
1007024|COUNTY LINE LANDFILL|ARGOS|IN|46501|7922 NORTH OLD US HWY 31|41.166962|-86.2325|180177.7|42.7|180135||42.7|
1008003|COUNTYWIDE RECYCLING & DISPOSAL FACILITY|EAST SPARTA|OH|44626|3619 GRACEMONT STREET SW|40.666666|-81.423749|91952.6|40.1|91912.5||40.1|
1007631|COURTNEY RIDGE LANDFILL|SUGAR CREEK|MO|64058|2001 N COURTNEY ROAD|39.14345|-94.38995|226446.4|26.4|226420||26.4|
1001813|COVANTA ALEXANDRIA/ARLINGTON, INC|ALEXANDRIA|VA|22304|5301 EISENHOWER AVENUE|38.80137|-77.12859|107411.724|100554.9|2673.5|4183.324|107411.724|
1005870|COVANTA BABYLON, INC.|WEST BABYLON|NY|11704|125 GLEAM STREET|40.7349|-73.3836|79687.404|74682|1951.5|3053.904|79687.404|
1005172|COVANTA BRISTOL, INC|BRISTOL|CT|06010|170 ENTERPRISE DRIVE|41.64911|-72.91595|73753.366|69507.4|1655.75|2590.216|73753.366|
1000293|COVANTA ENERGY|INDIANAPOLIS|IN|46221|2320 S HARDING ST|39.7337|-86.1888|339812.55|322520.1|6743.25|10549.2|339812.55|
1005179|COVANTA HAVERHILL INC|HAVERHILL|MA|01835|100 RECOVERY WAY|42.7654|-71.124025|232942.702|220157.6|4985.25|7799.852|232942.702|
1002398|COVANTA HEMPSTEAD|WESTBURY|NY|11590|600 MERCHANTS CONCOURSE|40.738356|-73.593495|286996|267899|7475|11622|286996|
1007914|COVANTA HONOLULU RESOURCE RECOVERY VENTURE (H-POWER)|KAPOLEI|HI|96707|91-174 HANUA ST|21.3042|-158.1078|192318.746|182402|3866.75|6049.996|192318.746|
1002400|COVANTA HUNTINGTON|EAST NORTHPORT|NY|11731|99 TOWN LINE RD.|40.8817|-73.2899|120051.81|113301.7|2631.75|4118.36|120051.81|
1003242|COVANTA LAKE II INC|OKAHUMPKA|FL|34762|3830 ROGERS INDUSTRIAL PARK ROAD|28.73974|-81.88944|59047.864|55595.1|1346.5|2106.264|59047.864|
1001646|COVANTA MARION, INC|BROOKS|OR|97305|4850 BROOKLAKE ROAD NORTHEAST|45.04799|-122.9622|67513.64|63783.3|1434.25|2296.09|67513.64|
1004797|COVANTA PITTSFIELD LLC|PITTSFIELD|MA|01201|500 HUBBARD AVENUE|42.468401|-73.194143|22320.366|20859|569.75|891.616|22320.366|
1007884|COVANTA PLYMOUTH RENEWABLE ENERGY LLC|CONSHOHOCKEN|PA|19428|1155 CONSHOHOCKEN ROAD|40.09584|-75.31056|131944.07|124378.8|2949.25|4616.02|131944.07|
1005171|COVANTA RESOURCE RECOVERY FACILITY|WALLINGFORD|CT|06492|530 SOUTH CHERRY STREET|41.4401|-72.83471|43625.716|41274|916.25|1435.466|43625.716|
1004865|COVANTA SPRINGFIELD LLC|AGAWAM|MA|01001|188 M ST|42.090524|-72.590858|27710.014|25405.3|898.75|1405.964|27710.014|
1001869|COVANTA WARREN ENERGY RESOURCE CO|OXFORD|NJ|07863|218 MOUNT PISGAH ROAD|40.8205|-75.0114|62229|58818|1325|2086|62229|
1005420|COVE POINT LNG FACILITY|Lusby|MD|20657|2100 Cove Point Rd|38.38407|-76.41233|173544.996|173365.8|81.75|97.446|173544.996|
1006827|COVESTRO|Proctor|WV|26055|17595 Energy Road|39.726389|-80.830556|26825.846|26797.6|12.75|15.496|26825.846|
1005412|COWLITZ COUNTY LANDFILL|LONGVIEW|WA|98632|85 TENNANT WAY|46.107229|-122.905601|22226.25||22226.25|||
1005818|COWTOWN GAS PROCESSING PLANT|CLEBURNE|TX|76033|2400 COUNTY ROAD 326|32.33363|-97.68064|66325.5|66257|31.25|37.25|66325.5|
1002104|COYOTE CANYON SANITARY LANDFILL|Newport Beach|CA|92675|20661 Newport Coast Drive|33.615|-117.831|199543.75||199543.75|||
1007148|CP KELCO US, INC.-OKMULGEE|OKMULGEE|OK|74447|1200 WEST 20TH STREET|35.606278|-96.009861|74987.766|74899|39|49.766|74987.766|
1000226|CPI USA North Carolina Roxboro|ROXBORO|NC|27573|331 ALLIE CLAY RD|36.435|-78.9619|158708.488|155823.3|1117.75|1767.438|158708.488|
1000225|CPI USA North Carolina Southport|SOUTHPORT|NC|28461|1281 POWERHOUSE DR SE|33.9444|-78.0125|469314.422|462534.8|2596|4183.622|469314.422|
1005397|CRAIGHEAD COUNTY SOLID WASTE DISPOSAL|JONESBORO|AR|72403|328 COUNTY ROAD 476|35.71958|-90.684793|77935.25||77935.25|||
1005039|CRAPO HILL LANDFILL|New Bedford|MA|02745|300 SAMUEL BARNET BLVD|41.724511|-70.98475|21052||21052|||
1002276|CRAWFORD COUNTY SANITARY LANDFILL|BUCYRUS|OH|44820|5128 LINCOLN HIGHWAY EAST|40.813216|-82.867333|141632||141632|||
1003132|CRAWFORDSVILLE ENERGY LLC|CRAWFORDSVILLE|IN|47933|700 LAFAYETTE RD|40.047333|-86.900333|0|0|||0|
1004419|CRAZY HORSE SANITARY LANDFILL|SALINAS|CA|93907|350 CRAZY HORSE CANYON ROAD|36.8026|-121.6186|12557.5||12557.5|||
1005196|CRESCENT ACRES LANDFILL|NEW ORLEANS|LA|70126|6599 FLORIDA AVE|29.97371|-89.99852|45972.16645||45972.16645|||
1005446|CRESTWOOD WEST COAST NORTH COLES LEVEE GAS PLANT|TUPMAN|CA|93276|9224 TUPMAN ROAD|35.280555|-119.311943|30069.636|30038.4|14.25|16.986|30069.636|
1002732|CRITTENDEN COUNTY LANDFILL|WEST MEMPHIS|AR|72301|1299 KUHN ROAD|35.139639|-90.255194|62139||62139|||
1001629|CROCKETT COGENERATION PLANT|CROCKETT|CA|94525|550 LORING AVENUE|38.0559|-122.21435|678044.94|677344|319.5|381.44|678044.94|
1005356|CROOK COUNTY LANDFILL|PRINEVILLE|OR|97754|5601 SW HOUSTON LAKE RD.|44.298198|-120.915862|22156.75||22156.75|||
1007646|CROSSROADS LANDFILL|NORRIDGEWOCK|ME|04957|357 MERCER RD|44.712556|-69.847255|41079.10375|487.028143|40591.30945|0.766158|513.157976|
1006249|CROSSTEX LIG LLC - RED RIVER COMPRESSOR|CAMPTI|LA|71411||31.849383|-93.076622|44347.734|44302|21|24.734|44347.734|
1003158|CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION|GEISMAR|LA|70734|10280 Louisiana HWY 75|30.214123|-91.035113|61976.116|61912|29.25|34.866|61976.116|
1002644|CSC DISPOSAL AND LANDFILL|AVALON|TX|76623|101 REPUBLIC WAY|32.223334|-96.787501|150956.423||150956.423|||
1005577|CSL BEHRING LLC|BRADLEY|IL|60915|1201 North Kinzie Ave|41.16082|-87.85477|31602.58|31569.7|15|17.88|31602.58|
1001627|CUMBERLAND COUNTY ANN STREET LANDFILL|FAYETTEVILLE|NC|28301|698 ANN STREET|35.061773|-78.872083|45332.75||45332.75|||
1002702|CUMBERLAND COUNTY IMPROVEMENT AUTHORITY SWC|MILLVILLE|NJ|08332|169 JESSE BRG RD|39.45253|-75.09315|55007.4|67.4|54940||67.4|
1005361|CUTRALE CITRUS JUICES USA, INC.|AUBURNDALE|FL|33823|602 MCKEAN ST.|28.05585|-81.7968|80398.496|80315.2|38|45.296|80398.496|
1006667|CUTRALE CITRUS JUICES USA, INC.|LEESBURG|FL|34748|11 CLOUD ST.|28.812639|-81.865221|39726.2|39685.1|18.75|22.35|39726.2|
1007902|CUYAHOGA REGIONAL SANITARY LANDFILL|SOLON|OH|44139|28625 AMBINA DRIVE|41.37403|-81.47463|20500||20500|||
1007794|CWMI, KHF (MSW LANDFILL B-19)|KETTLEMAN CITY|CA|93239|35251 OLD SKYLINE RD.|35.95943|-120.00865|52957.57979|704.97449|52252.27065|0.334654|705.588844|
1006142|CYTEC INDUSTRIES INC|WILLOW ISLAND|WV|26134|1 HEILMAN AVENUE|39.355575|-81.299838|42568.44|42524.6|20|23.84|42568.44|
1009508|Cabin Creek Compressor Station|Baker|MT|59313|1661 Cabin Creek Road|46.61179|-104.42021|30947.132|30914.8|14.75|17.582|30947.132|
1005837|Cabrillo Power I Encina Power Station|CARLSBAD|CA|92008|4600 CARLSBAD BLVD|33.1408|-117.3342|230277.896|230044|106.65|127.246|796.073|229481.823
1003815|Caddis CPF-2|Damascus|AR|72039|1678 Hwy. 65 North|35.34351|-92.41025|34103.072|34068|16|19.072|34103.072|
1005508|Caesars Entertainment Consolidated Properties Source ID 257|Las Vegas|NV|89109|One Caesars Palace Drive|36.11736|-115.17368|52208.504|52154.8|24.5|29.204|52208.504|
1000450|Caithness Long Island Energy Center|Yaphank|NY|11719|50 ZORN BOULEVARD|40.8142|-72.9403|796374.246|795565.1|369|440.146|12210.504|784163.742
1006724|Caja del Rio Landfill|Santa Fe|NM|87506|149 Wildlife Way|35.677746|-106.087855|7957.55|14.8|7942.75||14.8|
1000065|CalPeak Power - Border LLC|SAN DIEGO|CA|92154|2060 SANYO AVE|32.5622|-116.9433|7003.424|6996.3|3.25|3.874||7003.424
1007316|CalPeak Power - Enterprise LLC|ESCONDIDO|CA|92029|201 ENTERPRISE ST|33.1221|-117.117|9847.912|9837.5|4.75|5.662||9847.912
1006745|CalPeak Power - Panoche LLC|FIREBAUGH|CA|93622|43699 WEST PANOCHE ROAD|36.6531|-120.5797|3053.188|3049.9|1.5|1.788||3053.188
1000058|CalPeak Power - Vaca Dixon LLC|VACAVILLE|CA|95688|5157 QUINN ROAD|38.3989|-121.9239|2926.088|2922.8|1.5|1.788||2926.088
1006401|CalPortland Company Colton Plant|Colton|CA|92324|695 S Rancho Avenue|34.0595|-117.3432|755.95|755.7|0.25||462.65|
1006842|CalPortland Company Mojave Plant|Mojave|CA|93501|9350 Oak Creek Road|35.029298|-118.316236|1006240.71|1003291.5|1080.75|1868.46|392995.81|
1007927|CalPortland Company Oro Grande Plant|Oro Grande|CA|92368|19409 National Trails Highway|34.6045|-117.3382|705544.5|703510.9|744.75|1288.85|287551.3|
1006669|CalPortland Company Rillito Plant|Rillito|AZ|85654|11115 North Casa Grande Highway|32.41056|-111.151632|598400.36|596674.7|632|1093.66|239465.16|
1001342|Calcasieu Plant|SULPHUR|LA|70665|1519 DAVISON ROAD|30.1603|-93.3458|155452.672|155294.3|72.25|86.122|306.148|155146.524
1001357|Caledonia|STEENS|MS|39766|255 LONE OAK RD|33.6464|-88.2717|1567102.992|1565511.6|726|865.392|8.2|1567094.792
1000812|Calhoun Power Company, LLC|EASTABOGA|AL|36260|720 GREEN VALLEY DRIVE|33.5883|-85.9731|165805.67|165605.2|84.25|116.22|255.7|165549.97
1005482|Caliche Canyon Landfill|Lubbock|TX|79403|8425 North Avenue P|33.679291|-101.853844|79043.25||79043.25|||
1002105|California Institute of Technology|Pasadena|CA|91125|1200 E. California |34.13592|-118.12643|60295.288|60237.2|26.5|31.588|60295.288|
1005164|California Resources Elk Hills, LLC - Gas Processing and Power Generation|TUPMAN|CA|93276|28590 Highway 119|35.23893|-119.35951|577307.124|576710.9|272|324.224|577307.124|
1005108|California Resources Production Corporation – Kern Front|Bakersfield|CA|93308|9522 Oilfield Road|35.49813|-119.03886|261354.97|261085.7|123.25|146.02|261354.97|
1000289|California Resources Production Corporation – Lost Hills|Lost Hills|CA|93249|12888 Holloway Road|35.686169|-119.801205|203844.132|203633.7|96|114.432|203844.132|
1005321|California Resources Production Corporation – Santa Clara Valley Gas Plant|PIRU|CA|93040|3824 GUIBERSON ROAD-GAS PL|34.390033|-118.795921|6329.176|6322.6|3|3.576|6329.176|
1010207|California Street Landfill|City of Redlands|CA|92373|2151 Nevada Street|34.08907|-117.21742|17849.75||17849.75|||
1000453|Calpine Gilroy Cogen, LP|GILROY|CA|95020|1400 PACHECO PASS HWY|37.0001|-121.5367|100248.976|100146.5|46.75|55.726|24806.256|75442.72
1007233|Calpine Hidalgo Energy Center|EDINBURG|TX|78539|4005 N SEMINARY RD|26.3389|-98.1708|793717.56|792912|367.5|438.06||793717.56
1000597|Calpine King City Cogen, LLC|King City|CA|93930|750 Metz Road|36.2257|-121.1279|275566.96|275282|130|154.96|275566.96|
1001320|Calpine Sutter Energy Center|YUBA CITY|CA|95993|5029 SOUTH TOWNSHIP ROAD|39.0531|-121.6939|709250.62|708530|328.75|391.87||709250.62
1005756|Calumet Energy Team, LLC|CHICAGO|IL|60617|11653 S TORRENCE AVE|41.6835|-87.5563|13646.848|13632.6|6.5|7.748||13646.848
1007739|Calumet Montana Refining, LLC|GREAT FALLS|MT|59404|1900 10TH STREET NORTHEAST|47.523611|-111.294167|131188.012|130073.7|646.75|467.562|86723.352|
1005803|Calumet Specialty Products, LLC|SAN ANTONIO|TX|78235|1 BDA Crossing, Suite 100|29.3476|-98.4603|39777.75|38999.4|644.25|134.1|36343.31|
1005719|Cambpell County Landfill|Rustburg|VA|24588|427 Livestock Road|37.272855|-79.098396|38665.75|2|38663.75||2|
1001220|Cambria Cogen|EBENSBURG|PA|15931|243 RUBISCH ROAD|40.4748|-78.7021|925471.016|925337|121.5|12.516||925471.016
1000468|Cambridge Station|CAMBRIDGE|MN|55008|HIGHWAY 65|45.601|-93.2081|29563.086|29532.1|14|16.986|371.994|29191.092
1003933|Camden County SR 110 MSW Landfill|Woodbine|GA|31569|5395 Highway 110|30.911762|-81.79263|56289.25||56289.25|||
1001226|Camden Plant Holding, LLC|CAMDEN|NJ|08104|570 CHELTON AVE|39.9175|-75.1192|192407.136|192211.5|89.25|106.386|1300.644|191106.492
1001461|Cameo|PALISADE|CO|81526|4 MI E OF PALISADE ON I 70|39.1486|-108.3189|459695.774|457303.6|123.5|2268.674|179843.766|279852.008
1006660|Canaday|LEXINGTON|NE|68850|74965 RD 435|40.6941|-99.7005|16178.386|16161.1|7.75|9.536|293.148|15885.238
1000972|Canadys Steam|WALTERBORO|SC|29433|13139 AUGUSTA HWY|33.0647|-80.6228|1257900.41|1248023.7|3612.75|6263.96|2823.492|1255076.918
1000658|Canal Station|SANDWICH|MA|02563|9 FREEZER ROAD|41.7694|-70.5097|109523.706|109163.8|107.5|252.406|6050.828|103472.878
1001098|Cane Island|INTERCESSION CITY|FL|33848|6075 OLD TAMPA HIGHWAY|28.2764|-81.533|589856.164|589257.2|273.25|325.714|1250.596|588605.568
1006509|Cane Run|Louisville|KY|40216|5252 Cane Run Road|38.1828|-85.8894|3260907.568|3232894.1|10419.25|17594.218|332.95|3260574.618
1000488|Cannon Falls Energy Center|CANNON FALLS|MN|55009|525 N PARK DR|44.5364|-92.9147|62735.396|62667.8|29.75|37.846|265.8|62469.596
1009529|Canton Drop Forge|Canton|OH|44706|4575 Southway Street S.W.|40.7815|-81.43072|58627.122|58449.9|68.75|108.472|58627.122|
1002631|Canyon Station MP-261|Offshore|LA|00000||29.3308|-88.1019|72685.222|72609.3|34.5|41.422|72685.222|
1007650|Cape Canaveral|COCOA|FL|32927|6000 NORTH US HWY 1|28.4694|-80.7642|206749.22|206407.7|121|220.52||206749.22
1000785|Cape Fear Steam Electric Plant|MONCURE|NC|27559|500 CP&L ROAD|35.595|-79.0492|1768720.492|1754565.3|5176.75|8978.442|4176.182|1764544.31
